PERSONNM,VENDOR_NAME
ARTHUR JOHNSON,SEPP DEVELOPMENT FUND CORP
THOMAS E O'CONNOR,SEPP DEVELOPMENT FUND CORP
THOMAS E O'CONNOR,SEPP MANAGEMENT CO INC
CHRIS STALEY,NATIONAL COUNCIL ON EDUCATION FOR THE
MARK FINNEY,SUNY COBLESKILL ALUMNI ASSN
BILLY FOLZ,NEW YORK FAMILIES FOR AUTISTIC CHILDREN
CAROLYN DAWSON-WARD,NATIONAL ASSOCIATION OF BLACK
NORA CHESTER,ACTORS COMPANY THEATRE INC
JANE GRANDE-ALLEN PHD,BIOMEDICAL ENGINEERING SOCIETY
JERROLD BERMINGHAM,STATE UNIVERSITY OF NEW YORK COLLEGE AT
PATRICK MCCANN,STATE UNIVERSITY OF NEW YORK COLLEGE AT
CAITLIN DEMPSEY,STATE UNIVERSITY COLLEGE AT ONEONTA
DR DENISE V RODGERS MD,MID ATLANTIC REGION COMMISSION ON HIGHER
ANDY BRANTLEY,COLLEGE AND UNIVERSITY PROFESSIONAL
CHRIS KEALEY,TEACHERS21 INC
LEW CRAMPTON,NORTHWOOD SCHOOL
LISA JONG-SOON GOODLIN,LIGHT WORK VISUAL STUDIES INC
CAROL HOPPER,FACULTY-STUDENT ASSOCIATION OF
DIANE HILLS,HEAD START OF EASTERN ORANGE COUNTY INC
JENNIFER TEGAN,ELIZABETH ANN CLUNE
DR WILLIAM W LEATHERS III,GARDNER-WEBB UNIVERSITY
CHARLES SHAYNE,COMMUNITY ACTION OF GREENE COUNTY INC
PATRICIA T BLOOMER,BINGHAMTON UNIVERSITY FOUNDATION
ROMAN URBANCZYK MD,ROTACARE INC
WALTER C WILLIAMS,EMPIRE STATE COLLEGE FOUNDATION 825
RASHMI LUTHRA,SAKHI FOR SOUTH ASIAN WOMEN
MARLOWE KHOO,KIDS SPACE OF RYE INC
PERRY YOUNGWALL,EAST WOODS SCHOOL INC
HARRY HAYES,RED HOOK INITIATIVE INC
MORANE KEREK,THE COLORADO SPRINGS SCHOOL
COLIN MCKNIGHT,NEW YORK STATE RURAL HOUSING COALITION
KENT BROWN,NEW YORK STATE RURAL HOUSING COALITION
JUDITH LANDAU,MID-ATLANTIC ASSOCIATION OF MUSEUMS
JULIA TEDESCO,FOOD BANK ASSOC OF NYS
JAMES BROWN,UNITED WAY OF TOMPKINS COUNTY
CHET OSADCHEY,UNITED WAY OF TOMPKINS COUNTY 876
NICOLE PAGANO,UNITED WAY OF TOMPKINS COUNTY 876
DEBRA FERRY,SECTION XI
MICHAEL F ZAMMIELLO,ST ANDREWS SCHOOL OF BOCA RATON INC
KAREN LESTER,HOPE CITY EMPOWERMENT CENTER INC
JAMES H MARROW,THE NEWBERRY LIBRARY
NICHOLAS HARRIS,HABITAT FOR HUMANITY OF GENESEE COUNTY
JOHN NAU,AMERICAN BATTLEFIELD TRUST
MEG MORRIS,HEALTHY CHILDREN PROJECT
L EDWARD DAY,ACADEMY OF CRIMINAL JUSTICE SCIENCES
JOSEPH IRACE,HISTORICAL SOCIETY OF THE TOWN OF
JARED PARKER,LEGACY COLLEGE PREPARATORY CHARTER
WILLIAM S HAFT ESQ,VOLUNTEERS OF LEGAL SERVICE
KRISTIN RANTALA CEAP,EMPLOYEE ASSISTANCE PROFESSIONAL
RICHARD MARIN,COLLEGE OF STATEN ISLAND FOUNDATION INC
LAURIE HEACOCK,ACHIEVING THE DREAM INC
MARCY BLOOM,THE EYEBEAM ATELIER
CHRISTOPHER DIBENEDETTO,WATERSHED AGRICULTURAL COUNCIL OF
DIANA PERKINS,PS 527 PARENT TEACHER ASSOCIATION
JUDY WERGELAND,SOUTH COAST HOSPICE & PALLIATIVE CARE
DR ZAFAR BAJWA,THE CRESCENT ACADEMY
SUSAN ZUCKER,AMERICAN LABOR STUDIES CENTER
MICHAEL WRIGHT,CAEL
STEPHANE SAMUEL,THE TANK LTD
JOSH WOLFE,CONEY ISLAND PREPARATORY PUBLIC CHARTER
LAURA ROCHE,WATKINSON SCHOOL
THEODORE REEVES,AQUIFER INC
ERIC S SCHWARTZ,CITY HARVEST INC
JILL DAINO,PS 158 PARENT ASSOCIATION
KIMBERLEY HATCHETT,NEW YORK CITY POLICE FOUNDATION INC
JONATHAN COOPER,KULANU ACADEMY
MICHAEL RAWLINGS,YORKVILLE COMMUNITY SCHOOL
ROSEMARY WALOSKI,MASPETH TOWN HALL INC
DAVID TENDLER,NEW YORK BLOOD CENTER INC
ANGELA CENTANO,SIMPSON STREET DEVELOPMENT ASSOCIATION
MELODY COMPO,AGILE LEARNING CENTER
ROBERT KANDELL,SOUTHAMPTON DAYCARE CENTER INC
STEPHEN BOLTON,NORTHERN NEW YORK LIBRARY NETWORK
THOMAS J MURPHY,COMMUNITY FOUNDATIONS OF THE HUDSON
ERIC L STRAUS,NATIONAL HORSE SHOW OF AMERICA
KEVIN GLYNN,HISPANIC BROTHERHOOD INC
HENRY CISNEROS,HABITAT FOR HUMANITY INTERNATIONAL
JAMES BRADT,PENRHYN ENGINE AND HOSE COMPANY INC
STACEY DUBOV,BROOKLYN EMERGING LEADERS ACADEMY
JAMES P CAMPION MD,GREAT LAKE PHYSICIAN PRACTICE PC
KEITH KULJU MD,GREAT LAKE PHYSICIAN PRACTICE PC
CAROLYN P LANDIS,HERS HIGHER EDUCATION RESOURCE SERVICES
DAVID AMALFITANO,NORTHEAST TRANSPORTATION TRAINING
MITCHELL S V ELKIND MD MS FAHA,AMERICAN HEART ASSOCIATION INC
RAYMOND P VARA JR,AMERICAN HEART ASSOCIATION INC
IVOR BENJAMIN MD FAHA FACC,AMERICAN HEART ASSOCIATION INC
JANE SHERBURNE,ASSOCIATION OF THE BAR OF THE CITY OF
JAY H BAKER,THE EDUCATIONAL FOUNDATION FOR THE
KRISTINA LANTZKY-EATON,HILBERT COLLEGE
DWIGHT STOCKER,GREENWICH EMERGENCY MEDICAL SERVICES INC
BARBARA CAMPBELL,FRANKLIN COUNTY COMMUNITY DEVELOPEMENT
AJ BRESCIANO,FRANKLIN COUNTY COMMUNITY DEVELOPEMENT
MANUELA M MITCHELL,NEW YORK STATE FEDERATION OF GROWERS &
CHRISTOPHER S STRAUB,GEOSCIENCE WORLD
HELEN BROOKS,ALZHEIMERS DISEASE AND RELATED DISORDERS
DIANE ALBANO,STRIDE INC
GLEN SIEGEL,COLUMBUS AVENUE DISTRICT MGMT ASSOC
CONNOR AITCHESON,STUDENT ASSOCIATION OF STATE UNIV
JEFFREY GOSSNER,DELAWARE VALLEY INDUSTRIAL RESOURCE CENT
BARBARA SHAFFER,COLUMBIA-GREENE COMMUNITY COLLEGE DAY
CHERYL BANKS-SMITH,AMERICAN COLLEGE DANCE ASSOCIATION
ALICIA MOIR,NORTHERN DUTCHESS DAY CARE CENTER INC
JEFFREY J WEAVER,COMMUNITY SERVICE SOCIETY OF NEW YORK
MIKE STRIANESE,HENRY JOHNSON CHARTER SCHOOL
MARC KATZNELSON,MIDWOOD DEVELOPMENT CORP
ELIZABETH R CROCKER,AMERICAN ALLIANCE FOR HEALTH PHYSICAL
MARTIN SKAHEN,HOME HEADQUARTERS INC
ALYZZA OZER,BOYS CLUB OF MT KISCO INC
PATRICIA WALSH,SCOPE EDUCATION SERVICES
CAROL MOORER,ADDICTS REHABILITATION CENTER FUND INC
MAYOR BILL DE BLASIO,SUNNYSIDE DISTRICT MANAGEMENT
MICHAEL SICO,NEW HEIGHTS ACADEMY CHARTER SCHOOL
MICHAEL DEVINE,THE CHURCHILL SCHOOL AND CENTER
DOUGLAS SMINK,ASSOCIATION OF PROGRAM DIRECTORS IN
DOMINIQUE SCHULTE,THE GO PROJECT INC
PHILIP KASSEN,THE GO PROJECT INC
DODEE CROCKETT,PUBLIC RADIO INTERNATIONAL
SCOTT SWEENEY,UNITED WAY OF ORANGE CNTY 882
PETER REDDY,NEW YORK STATE FORUM INC
BRIAN MCCORMICK,DANCEWORKS INC
CARMEN STAUB,LITERACY VOLUNTEERS ONTARIO-YATES INC
RICHARD ALLEN,SUSQUEHANNA REGIONAL EMS COUNCIL INC
BETH DANNER-KNIGHT,AMERICAN STRING TEACHERS ASSOCIATION
LYNNE DENIG,AMERICAN STRING TEACHERS ASSOCIATION
MICHAEL VALENTINO,DUTCHESS OUTREACH INC
BETH PHILLIPS,LAKE PLACID ASSN MSC DRAMA ART
SALLY WALSH SAUNDERS,TENNIS CHARITIES OF BINGHAMTON INC
MATT SWEETWOOD,JOSEPHINE HERRICK PROJECT
DIANE ABRAMS,HARBOR COUNTRY DAY SCHOOL
MS BETTY HAMM,MACMURRAY COLLEGE
PEGGY SNAVELY,BLIND AND VISION REHABILITATION SERVICES
PATRICK J MACKRELL,NYBDC LOCAL DEVELOPMENT CORPORATION
VICTORIA HILLS,NATIONAL SOCIETY OF BLACK ENGINEERS
SHELLY MORRIS,NATIONAL SOCIETY OF BLACK ENGINEERS
DIANE MELTZER,OYSTER BAY MAIN STREET ASSOCIATION
BARTLEY J 'BJ' COSTELLO III,LASALLE SCHOOL INC
KATIE MORALES,BUFFALO STATE COLLEGE STATE CHILD CARE
RON RATNER,NORTHEAST CONFERENCE
RACHEL SWEENEY,MERRICK COMMUNITY NURSERY SCHOOL
CAROLE TRIPICIANO,AUBURN PUBLIC THEATER INC
VALERIE SCHAFER,GSUC CHILD DEVELOPMENT AND LEARNING
CHARLES M ADELMAN,JOYCE THEATER FOUNDATION INC
NIKKI HAMBLIN,ROCHESTER CITY BALLET INC
JACK DELISIO,EGYPT FIRE ASSOCIATION INC
DONALD P CAVANAUGH CPA MBA CGMA,BRIDGE TO LIFE INC
RICHARD MOORE,WASHINGTON COUNTY ECONOMIC OPPORTUNITY
ELIZABETH SHEEHAN,COMMUNITY COUNCIL OF NASHUA NH
PATRICIA CHARLEMAGNE,URBAN DOVE TEAM CHARTER SCHOOL
SALLY WALRATH,NORTHERN NY RURAL BEHAVIORAL HEALTH
LAUREN BLUM,LEARNING LEADERS INC
IRVIN SCOTT,COLLEGE SUMMIT NEW YORK
JOHN WADE,CINCINNATI FOUNDATION FOR BIOMEDICAL
LISA GINSBURG,AUGUST AICHHORN CENTER FOR ADOLESCENT
HEWIT DEPASS,REALITY HOUSE INC
GRETCHEN CROWNINGSHIELD,FRIENDS OF THE NORTH COUNTRY
EVERLEE HAIRSTON,LOUISIANA STATE CENTER FOR THE BLIND
KIM HANSEN,UNITED TENANTS OF ALBANY INC
NH SEEK,ULI URBAN LAND INSTITUTE
ROBERT LOMAURO TO 716,FROST VALLEY YMCA
MAGDALENA NAYLOR,VERMONT YOUTH ORCHESTRA ASSOCIATION
LAURA CASALE AIA,AMERICAS VETDOGS K-9 CORPS
MARGARETTE PURVIS,THE JAMES BEARD FOUNDATION
CHERYL NORTON,CAMPUS COMPACT OF NEW YORK AND
PATRICIA RAJALA,LITERACY SOLUTIONS NY INC
JAY MEEK,NATIONAL ASSOCIATION OF STATE MENTAL
LLOYD L HILL,CHOWAN UNIVERSITY
KAY KENDALL,MID ATLANTIC ARTS FOUNDATION
MICHAEL D'ARCANGELO,RIVERHEAD FREE LIBRARY
CHRISTOS MOSCHOVITIS,STATE UNIVERSITY OF NEW YORK COLLEGE AT
MARK SCHAMEL,THE STATE UNIVERISTY COLLEGE AT
PAMELA CRAIG,COMPREHENSIVE DEVELOPMENT INC
CLARK JOHNSON,FAMILY LIFE MINISTRIES
BRYAN FRYER,CHILD CARE COUNCIL OF WESTCHESTER INC
BEN GNACIK,JEWISH COMMUNITY CENTER OF SYRACUSE INC
WENDI PLATT,MINDING YOUR MIND
DEBORAH MCMILLAN MD,YORK COLLEGE OF PENNSYLVANIA
MARK LANDREY,KIRKLAND ART CENTER INC
LYNN MISHAN,THE CHILD ABUSE PREVENTION SERVICES INC
ANDREW GOLD,METROPOOL INC
CLARK BELL,ACCREDITING COUNCIL ON EDUCATION IN
MIRANDA MCFEELEY,MORRISVILLE AUXILIARY CORPORATION AT
JAYNE COOPER,PERSON CENTERED CARE SERVICES
KRISTIN AUCHTER,ASSOC FOR THE BLIND AND VISUALLY
GREGORY SMITH,UTOPIA CHILDRENS CENTER INC
RICHARD BERRY,AMERICAN ASSOCIATION OF VARIABLE STAR
MR ERIC ENGH,SCIENCE MUSEUM OF MINNESOTA
DONNA RINGHOLZ,SPECIALIZED EARLY CHILDHOOD CENTER OF
DAISEY M HOLMES,APOLLO THEATER FOUNDATION INC
JOHN SHEA,BROOME COMMUNITY COLLEGE FOUNDATION 792
BARRY CHESTER,KITCHEN THEATRE COMPANY INC
BRIAN T SCHREIBER,JEWISH COMMUNITY RELATIONS COUNCIL OF
JOHN AGOSTA PHD,HUMAN SERVICES RESEARCH INSTITUTE
DR GIL FARKASH,DYOUVILLE COLLEGE
SAMANTHA KAPPAGODA,GLYNWOOD CENTER INC
SCOTT A EDELMAN,THE LEGAL AID SOCIETY
JERE W MOREHEAD,UNIVERSITY OF GEORGIA ATHLETIC
E HARTLEY BONISTEEL-SCHWEITZER,CHILDRENS HOME OF JEFFERSON COUNTY
DIANE WADE,NEW ROCHELLE HUMANE SOCIETY
GEORGE CHRONDRIS,BLAUVELT VOLUNTEER FIRE COMPANY INC
GREGG SWANZEY,ASHOKAN CENTER INC
MARTHA HENEBRY,AMERICAN ASSOCIATION OF COLLEGIATE
SUANNAH YOUNG,GORDON COLLEGE
MICHAEL D FASCITELLI,THE ROCKEFELLER UNIVERSITY
LOUIS SIDONI,MUSICAL FARE THEATRE CO
JOHN LOMBARDI III,NIAGARA COMMUNITY ACTION PROGRAM INC
E JOHN RICE JR,AMERICAN MANAGEMENT ASSOCIATION
ROD LOVETT,NATIONAL JUNIOR COLLEGE ATHLETIC ASSOC
PAMELA A CODISPOTI,BROOKLYN ACADEMY OF MUSIC
BETH RUDIN DEWOODY,BROOKLYN ACADEMY OF MUSIC
G GREGORY HAFF,NATIONAL STRENGTH & CONDITIONING
CLEMSON G TURREGANO,CENTER FOR CREATIVE LEADERSHIP
RICHARD M CASHIN JR,THE BOYS CLUB OF NEW YORK INC
STEPHEN TOSH,THE BOYS CLUB OF NEW YORK INC
ANNE BOULTER,MATERNITY & EARLY CHILDHOOD FOUNDATION
LARRY LITTMAN,HUDSON GUILD
PAUL GRONCKI,HUDSON GUILD
ANDREA ALLEN PART YEAR,NORTH SHORE MONTESSORI SCHOOL
ELYSE TOPALIAN,METROPOLITAN MUSEUM OF ART
JOHN ZARUDSKY,ENVIRONMENTAL CENTERS SETAUKET
CLAUDE ROLAND MD,LAKE PLACID SINFONIETTA INC
JOHNNY C RIVERA,SINERGIA INC
BRIDGETTE WIMBERLY,CHERRY LANE ALTERNATIVE INC
CRYSTAL HARMON REICHMAN,NEW TEACHER PROJECT INC
CASSING HAMMOND MD,PHYSICIANS FOR REPRODUCTIVE HEALTH
ERICKA PITTERS,ST LUKES SCHOOL
JOHN DEBIASE,ASSOCIATION FOR NEUROLOGICALLY IMPAIRED
DEBORAH S MITCHAM,NORTHSIDE HOSPITAL
SILKE PFLUEGER,LASER INSTITUTE OF AMERICA
ANITA LEWIS,COMMUNITY DISPUTE RESOLUTION CENTER
GABRIELLE MASON,RIVERTOWNS ARTS COUNCIL
JENNIFER AHEARN,AMERICAN ASSOCIATION OF COLLEGES OF
ANN CARY,AMERICAN ASSOCIATION OF COLLEGES OF
NELLIE GIPSON,GLIMMERGLASS OPERA THEATRE INC
MICHAEL GREENSPON,NATIONAL PARKS OF NEW YORK HARBOR
DONNA SILVESTRI-FECONDO,DELAWARE WRESTLING ALLIANCE INC
RACHEL LEVINE,EVERYONE READING INC
DR RUTH W BRINKLEY,DEPAUL UNIVERSITY
DAVID GUY,THE TRUSTEES OF ROANOKE COLLEGE
JONATHAN M WELD,BROOKLYN BOTANIC GARDEN CORPORATION
BENJAMIN ARANA,BRONX OVERALL ECONOMIC DEVELOPMENT
SCOTT ROBERTSON,NATIONAL OUTDOOR LEADERSHIP SCHOOL
DR SHELLY CHANDLER,BEACON COLLEGE INC
THOMAS W FULGHAM,DUCKS UNLIMITED INC
NELS SWENSON,DUCKS UNLIMITED INC
JULIE PRONESTI,MIAMI COUNTRY DAY SCHOOL INCORPORATED
MATTHIAS NIXDORF,MIAMI COUNTRY DAY SCHOOL INCORPORATED
VINCENT MATTHEWS,COUNCIL OF THE GREAT CITY SCHOOLS
MARY M WHITE BS MS,JUNIATA COLLEGE
MARK MATLOCK,AMERICAN BIBLE SOCIETY
RALPH E LAWSON,THE LEUKEMIA & LYMPHOMA SOCIETY INC
ADAM ZAUDERER,BROOKLYN COLLEGE STUDENT SERVICES CORP
FRED VOLKMAR,CHAPEL HAVEN INC
PEGGY BAKER,CHAPEL HAVEN INC
KAREN MCGUINNESS,SOBRO DEVELOPMENT CORP
YUSUF HANNUN,LONG ISLAND HIGH TECHNOLOGY INCUBATOR
MR D MICHAEL SHERMAN,ALMA COLLEGE
MARTHA MASTERS,GUITAR FOUNDATION OF AMEIRCA
ANTHONY KILGALLON,BROOME VOLUNTEER EMERGENCY SQUAD INC
TOM MONTAN,SCULPTURE SPACE INC
MICHAEL LYNNE,CITYMEALS-ON-WHEELS
CINDY ABBOTT LETRO,BUFFALO PHILHARMONIC ORCHESTRA SOCIETY
HAMDY ELGINDY,EIHAB HUMAN SERVICES INC
JIHAN HEGAZY,EIHAB HUMAN SERVICES INC
CHRIS STADLER,JUMPSTART FOR YOUNG CHILDREN
FREDDA ROSEN,JOB PATH INC
NELSON PEREZ,ALBANY LAW SCHOOL
ELAINE ARICK,MALONE UNIVERSITY
JOHN DARIN,THE COALITION FOR BEHAVIORAL HEALTH INC
DANIEL MOLINTOR,GATEWAY FOUNDATION INC
RAYMOND E SMILEY,JOHN CARROLL UNIVERSITY
DAVID W SHORT,JOHN CARROLL UNIVERSITY
KELLY HOBBINS,HAWTHORNE FOUNDATION INC
BILL MATTSON,SAFE FAMILIES FOR CHILDREN ALLIANCE
CHERYL NELAN,SUSAN B ANTHONY HOUSE
PAUL DINGMAN,NORTHERN AREA HEALTH EDUCATION CENTER IN
KEN HATTON,PALLIATIVE HOME CARE OF NIAGARA INC
JOSEPH GUARINO ESQ,SAMARITAN FOUNDATION INC
MR MICHAEL ROBAK,CENTER FOR COMPUTER ASSISTED LEGAL
TOMAS DEL RIO,LOISAIDA INC
THE HON TINA POLACHEK GARTLEY,MISERICORDIA UNIVERSITY
HAROLD E FLACK II,MISERICORDIA UNIVERSITY
JEANINE STEWART,MCDANIEL COLLEGE
BARBARA DOTY,THE COLLEGE OF MOUNT SAINT VINCENT
HEATHER TALLIS,NATURE CONSERVANCY THE
JAMES ZIKA,GLOBAL COMMUNITY CHARTER SCHOOL
GREG GUNN,COMPUTERS FOR YOUTH FOUNDATION
BARBARA JOHNSON,THE NEW LIFE SCHOOL
JAMES KING,ONTARIO DAY CARE CENTER INC
JENNIFER ALLEN,YOUNG WOMENS COLLEGE PREP CHARTER
JOHN MADIGAN,AMERICAN FOUNDATION FOR SUICIDE
ELIZABETH THORNDIKE PHD,PAUL SMITHS COLLEGE OF ARTS & SCIENCE
SCOTT C AGAN,THE GENESEO FOUNDATION INC
ANTHONY PERNICIARO,LANSINGBURGH BOYS AND GIRLS CL UB INC
MARLISA VINCIGUERRA,JAZZ FOUNDATION OF AMERICA INC
MARION SCHAAL,BALTIC STREET AEH INC
I ROBERT WOLGIN,LAKE GEORGE LAND CONSERVANCY
BARRY F QUINN,ROCHESTER ENGINEERING SOCIETY
MAUREEN A GRIFFIN,ANNA MARIA COLLEGE
EVELYN OLIVER,MERCY CENTER INC
CHARLOTTE A ABRAM,NEBRASKA WESLEYAN UNIVERSITY
CALEB HURST-HILLER,UNITY PREPARATORY CHARTER SCHOOL OF
RHIAN EVANS ALLVIN,NATIONAL ASSOCIATION FOR THE EDUCATION
KEITH KANAGA,HUDSON OPERA HOUSE
MARILYNN BOOTH,GOVERNING COUNCIL OF THE UNIVERSITY OF
IGOR SAMARDZIC,UNIVERSITY OF TORONTO
JOHN PAUL MORGAN,GOVERNING COUNCIL OF THE UNIVERSITY OF
SARA MCCOOK,SCAN NEW YORK VOLUNTEER PARENT AIDES
ELMER KOSUB,AMERICAN BASEBALL COACHES ASSOCIATION
MICHELLE CONGDON,SUNY CORTLAND CHILD CARE CTR INC
BLAKE TOMNITZ,SOUTHWEST BROOKLYN INDUSTRIAL
NANCY MORGAN,SOCIETY OF THIRD STREET MUSIC SCHOOL
DANIEL WISE,ELECTRONIC ARTS INTERMIX INC
ADAM FINLEY,BOYS AND GIRLS CLUB OF HOLLAND
BRIAN BROWN,BOYS AND GIRLS CLUB OF HOLLAND
SABRA TONN,NATURE SERVE
DARIA HALL,EDUCATION TRUST INC
KIM VENTIMIGLIA,CAMPUS FUN & LEARN CHILDDEVELOPMENT
PHILIP YAWMAN,MONROE CC FOUNDATION 808
LORI A VAN DUSEN,MONROE CC FOUNDATION
RENE ESTACIO,NEW YORK SCHOOL OF INTERIOR DESIGN
PETER S KRAUS,YOUNG AUDIENCES INC
LENORE FRIEDLAENDER,BUILDING SERVICE 32BJ THOMAS SHORTMAN
PETER MORANDI,ASSOCIATION FOR CHILDREN WITH DOWN
BRAD HECKMAN,NEW YORK PEACE INSTITUTE
ALEXANDER KATSMAN,THE PARTNERSHIP FOR THE HOMELESS INC
ALAN RICKS,MASS DESIGN GROUP LTD
CHARLES RASBERRY,SARAH LAWRENCE COLLEGE
STEPHEN SILLS,MANHATTAN CLASS COMPANYINC
THOMAS STERLING,ROBERT MORRIS UNIVERSITY
ANDY O'NEAL,UNIVERSITY OF NORTHWESTERN OHIO
KIM HARVEY LOONEY,AMERICAN HEALTH LAWYERS ASSOCIATION
DR SCOTT R INKLEY,CLEVELAND MUSEUM OF NATURAL HISTORY
MALINDA GAUL,AMERICAN ASSOCIATION OF UNIVERSITY
PASTOR PHYLLIS LEE-WILLIAMS,PEOPLES EQUAL ACTION AND COMMUNITY
DAVID VAN NESS,SACKETS HARBOR FIRE DEPT INC
EVAN SNIDER,CLIFTON PARK YOUTH HOCKEY ASSO CIATION
PATRICIA CLAUSI,IRISH CULTURAL CENTER HUDSON VALLEY INC
FLOYD GIBSON JR,CHARLES SETTLEMENT HOUSE INC
ANGELA SUAREZ,HIGHLAND FALLS FIRE DEPARTMENT
ANGELA NASH,YOUNG WOMENS CHRISTIAN ASSOC OF
THOMAS F HIGGINS,BUFFALO & ERIE CO NAVAL & MILITARY PARK
JOHN WHITTY CPA,KENAN CENTER INC
ILLEEN DIPLAN,BROCKPORT STUDENT GOVERNMENT
PAUL D MCCOLLUM - THRU 0317,UPSTATE NEW YORK ENGINEERS TRAINING FUND
LEONARD REDON,FINGER LAKES HEALTH SYSTEMS AGENCY
CHRIS MANZI,LOWER WEST SIDE HOUSEHOLD SERVICE CORP
SHARON RAWLINS,COLLABORATIVE SUMMER LIBRARY PROGRAM
DAVID MERZIG,OPPORTUNITIES FOR OTSEGO INC
MARK ROSENFIELD,FACULTY STUDENT ASSOCIATION
PERCI GRUDZINA,PEEKSKILL COMMUNITY VOLUNTEER AMBULANCE
SHERRY GRENZ,RESEARCH FOUNDATION FOR MENTAL HYGIENE
KATHLEEN BENNETT,LEADERSHIP GREATER SYRACUSE
CONNIE FISHMAN,FRIENDS OF HUDSON RIVER PARK
JAMES SPATAFORA,SONS OF ITALY
JOHN A FRATTA,SONS OF ITALY
MIKE HERBERGER,GETZVILLE FIRE COMPANY INC
RYAN STEINBEIGLE,NATIONAL CENTER ON SHAKEN BABY SYNDROME
ROBERT DAVIES,STUDENT ASSOCIATION
TYLER RONALD,AMERICAN CIVIL LIBERTIES UNION
MARY KALDANY,OLD MUSEUM VILLAGE OF SMITHS COVE
JACK R SMITH,BOARD OF CONTROL FOR SOUTHERN REG ED
SCOTT MISTURE,JCPDS-INTERNATIONAL CENTRE FOR
JOSEPH SUNZERI,JCPDS-INTERNATIONAL CENTRE FOR
JOANN NAVARRO,SOUTHERN TIER HIGH TECHNOLOGY INCUBATOR
GLEN MILLER,THE NOBLE MARITIME COLLECTION
MICHELLE MCGUCKIN,THE NOBLE MARITIME COLLECTION
DAN GARCIA,HISTORICAL SOCIETY OF ROCKLAND COUNTY
ROBERT CLARK,NATIONAL ASSOCIATION FOR THE EXCHANGE OF
MONIQUE MAXWELL,UNITED STUDENTS GOVERNMENT
DAVID WEDDERBURN,UNITED STUDENTS GOVERNMENT
KASSIDY SANDY-BOURNE,UNITED STUDENTS GOVERNMENT
MICHAEL GOLDMAN,NEW VISION SERVICES INC
UPHINDER S DHILLON PHD,FERRE INSTITUTE INC
CHRIS CHANYASULKIT PHD MPH,AMERICAN PUBLIC HEALTH ASSOCIATION
DOLORES MEASER,BROOKLYN SECTION NATIONAL COUNCIL OF
JAMIE WILLSON,CHALLENGER LEARNING CENTER OF THE TWIN
ANNE MARIE MULLIN,UNITED WAY OF CENTRAL NEW YORK INC
FRANK ALDRIDGE,AMBER CHARTER SCHOOL
MARYLYNN IRELAND PHD,NATIONAL MARFAN FOUNDATION
STANLEY HANSEN,STATE UNIVERSITY OF NEW YORK COLLEGE AT
WALTER WELSH,GREATER RIDGEWOOD YOUTH COUNCIL INC
ERIC MILCZEWSKI,ULSTER COMMUNITY COLLEGE ASSOCIATION INC
CARRIE FULLER SPENCER,VILLA OF HOPE
STEPHEN MAHAN,LIGHT WORK VISUAL STUDIES INC
ALISON POST,HEAD START OF EASTERN ORANGE COUNTY INC
PATTY CLARK,BIG APPLE GREETER INC
KEITH GRIFFIN,FAMILY FOCUS ADOPTION SERVICES
CHARLES SARLING,SUFFOLK COUNTY MUSIC EDUCATORS
MYRON MATTOCKS,COUNCIL FOR ADVANCEMENT AND SUPPORT OF
RICKEY MCCURRY,COUNCIL FOR ADVANCEMENT AND SUPPORT OF
SUSAN DERBYSHIRE,CENTRAL NEW YORK EMS REGIONAL COUNCIL
JAMIE DE ROY,THE MIDTOWN MANAGEMENT GROUP INC
KIRSTEN PIPER BROWN,THE DAVID HOCHSTEIN MEMORIAL SCHOOL OF
JOSEPH A FERRARA,BOYS & GIRLS CLUB OF METRO QUEENS
KATHRYN G DODGE,NATIONAL COUNCIL FOR STATE AUTHORIZATION
CHRISTINE MUHLKE,EDIBLE SCHOOLYARD NEW YORK
EILEEN KOPF-WALKER,EMPLOYMENT PROGRAM FOR RECOVERED
REINALDO GARCIA,BELMONT DISTRICT MANAGEMENT ASSOCIATION
PAUL STREETER,UNITED WAY OF TOMPKINS COUNTY 876
DONALD WEBSTER,SECTION XI
HON WAVNY TOUSSAINT,HOPE CITY EMPOWERMENT CENTER INC
MICHAEL PEMBERTON,COUNCIL OF WRITING PROGRAM
DANIEL FAY,CANTON COLLEGE FOUNDATION INC 842
MICHAEL NOBLE,CANTON COLLEGE FOUNDATION INC
GARLAND SUZANNE,WARREN WILSON COLLEGE
LEE-ANN GRAHAM,KINGSBOROUGH COMMUNITY COLLEGE
MARIE SPIVEY,CONNECTICUT LEAGUE FOR NURSING
RICHARD NANGREAVE,LITERACY VOLUNTEERS OF ROCHESTER INC
MEGHAN MAGYAR,CHARLES FARRINGTON
MICHAEL KENNEY,FAIRPORT FIRE DEPT
SUZANNE MURPHY,KINGSBOROUGH COMMUNITY COLLEGE
JOHN JOHANSEN,HISTORICAL SOCIETY OF THE TOWN OF
HON KAREN MORRIS,FOUNDATION OF THE MONROE COUNTY BAR
MARK SCHIESSER,GENESEE COMMUNITY CHARTER SCHOOL AT THE
LOUIS TESTONI,ACHIEVING THE DREAM INC
EILEEN TAYLOR,SCHOOL SISTERS OF NOTRE DAME EDUCATIONAL
JO-ANN DADDIO-LARSEN,NATIONAL ORGANIZATION OF ITALIAN
GEORGE NEE,AMERICAN LABOR STUDIES CENTER
VIKRAM ATAL,YOUNG PEOPLES CHORUS OF NEW YORK CITY
